team,firstName,lastName,position,jerseyNum,ovr,speed,acceleration,strength,agility,awareness,catching,carrying,throwPower,throwAccuracy,kickPower,kickAccuracy,runBlock,passBlock,tackle,jumping,kickReturn,injury,stamina,toughness,trucking,elusiveness,bCVision,stiffArm,spinMove,jukeMove,impactBlocking,runBlockStrength,runBlockFootwork,passBlockStrength,passBlockFootwork,powerMoves,finesseMoves,blockShedding,pursuit,playRecognition,manCoverage,zoneCoverage,spectacularCatch,catchInTraffic,routeRunning,hitPower,press,release,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,playAction,throwOnTheRun,height,weight,age
Giants,Louis,Nix III,DT,97,64,57,75,86,50,53,35,40,10,11,11,12,45,45,89,68,10,75,73,85,29,10,15,25,15,11,45,45,45,45,45,77,54,84,82,53,14,20,15,15,15,75,10,15,6,6,6,6,6,74,331,25
Saints,David,Onyemata,RE,93,64,70,85,89,71,45,40,30,13,27,29,12,27,23,78,83,10,89,81,85,26,12,13,29,11,17,26,45,45,45,45,83,70,78,80,45,22,33,12,10,10,81,10,12,6,6,6,6,6,76,300,22
Browns,Jordan,Payton,WR,84,64,90,90,67,87,53,82,68,35,31,23,22,59,47,37,89,45,92,88,87,37,64,73,68,74,71,42,44,44,36,34,11,11,27,33,21,16,24,76,74,70,15,16,53,15,10,6,6,10,73,216,23
Bears,Senorise,Perry,HB,32,64,92,89,67,92,51,62,75,32,33,20,19,40,47,25,87,81,83,86,84,44,74,76,51,76,74,40,45,40,45,47,15,20,15,19,15,15,20,75,74,57,12,13,65,35,34,31,35,25,72,207,24
Chiefs,Jarrod,Pughsley,LG,60,64,61,82,86,46,48,33,34,27,26,21,25,76,78,38,67,10,90,76,81,24,13,18,15,10,10,71,88,73,81,65,29,14,15,23,10,12,12,12,10,10,53,10,12,6,6,6,6,6,76,310,25
49ers,Mike,Purcell,DT,64,64,65,78,79,61,60,38,52,38,33,18,20,45,45,78,79,10,87,81,87,53,25,25,49,20,20,45,45,45,45,45,76,57,77,71,60,20,30,15,15,15,75,10,15,26,22,19,21,14,75,303,25
Falcons,Sean,Renfree,QB,13,64,75,70,60,63,57,39,68,84,76,30,25,24,21,35,70,13,85,94,88,24,20,52,36,45,44,24,24,24,29,29,20,20,36,39,28,14,12,25,20,15,15,10,15,79,78,72,65,73,77,225,26
Patriots,Darryl,Roberts,CB,27,64,92,94,72,94,49,53,52,10,11,15,12,45,45,40,91,63,79,88,68,20,70,64,21,70,74,45,45,45,45,45,30,35,44,57,49,76,69,49,42,25,62,79,35,6,6,6,6,6,72,190,25
49ers,Rashard,Robinson,CB,33,64,92,89,61,86,53,51,55,27,26,18,17,24,32,43,89,56,90,92,86,27,68,69,29,63,72,19,43,44,43,44,24,25,52,71,53,78,68,28,26,26,47,78,27,6,6,6,6,6,73,177,21
Lions,Jake,Rudock,QB,14,64,76,81,56,75,52,24,57,88,72,21,20,21,17,28,68,11,89,91,84,27,39,52,32,44,49,22,20,19,19,18,9,9,21,28,21,12,18,20,20,18,11,9,19,76,75,74,68,75,75,207,23
Panthers,Zack,Sanchez,CB,31,64,89,93,73,87,49,75,60,27,26,18,17,26,17,46,87,70,88,90,77,28,73,70,29,69,77,21,43,44,43,44,24,26,47,74,49,74,76,55,61,26,70,76,27,6,6,6,6,6,71,185,21
Falcons,Wes,Schweitzer,LG,71,64,67,82,81,60,55,12,25,25,20,18,21,78,73,32,55,10,89,82,92,21,17,16,18,12,16,73,91,76,88,65,10,10,29,25,10,12,12,12,10,10,32,10,12,6,6,6,6,6,77,314,22
Eagles,JaCorey,Shepherd,CB,36,64,88,88,66,89,52,74,65,25,24,21,21,45,45,42,83,77,84,88,69,33,72,74,29,65,75,45,45,45,45,45,29,32,31,66,52,77,76,78,55,29,33,67,45,6,6,6,6,6,71,199,24
Panthers,Scott,Simonson,TE,80,64,75,85,76,68,52,76,69,29,25,19,18,66,50,33,78,30,88,82,67,67,55,74,65,71,73,59,55,54,50,49,10,10,40,33,25,21,25,75,74,57,30,15,69,15,10,6,6,10,77,255,24
Titans,LeShaun,Sims,CB,36,64,88,87,65,89,51,65,55,27,26,18,17,24,17,41,88,56,89,90,77,28,65,68,29,69,72,24,43,44,43,44,28,30,40,70,51,81,72,47,45,26,71,71,27,6,6,6,6,6,72,203,22
49ers,DeAndre,Smelter,WR,15,64,87,88,70,88,48,79,72,29,25,19,15,63,50,40,85,40,73,85,82,67,77,75,74,74,75,61,60,61,55,52,10,10,50,45,18,12,25,76,82,55,22,10,79,15,10,6,6,10,74,227,24
Buccaneers,Ryan,Smith,CB,29,64,90,89,72,90,49,67,61,27,26,18,17,24,20,48,87,65,88,89,74,28,58,66,29,59,74,20,43,44,43,44,24,27,47,73,49,77,73,44,41,26,53,73,27,6,6,6,6,6,72,190,22
Seahawks,Kevin,Smith,WR,17,64,87,91,62,81,58,75,78,39,37,20,20,57,49,47,92,31,88,89,79,53,71,75,59,76,80,54,44,45,45,44,30,32,47,30,35,32,40,74,78,57,30,44,73,30,28,24,31,26,72,218,24
Falcons,Tyler,Starr,ROLB,52,64,73,85,76,88,53,45,54,28,22,21,23,45,45,72,73,11,94,83,74,57,26,44,55,40,35,45,45,45,45,45,63,82,63,82,53,62,73,30,35,15,72,48,25,6,6,6,6,6,77,250,25
Cowboys,Geoff,Swaim,TE,87,64,82,85,74,79,48,65,72,35,35,22,22,79,65,35,85,35,90,78,72,65,47,62,68,65,64,73,79,75,67,63,10,10,51,35,19,19,20,71,64,42,12,10,65,15,10,6,6,10,76,260,25
Bears,Deonte,Thompson,WR,14,64,91,92,67,89,62,71,64,20,20,10,15,44,35,38,88,80,86,85,61,47,74,61,53,77,85,45,48,45,42,38,21,29,47,44,36,65,61,76,65,62,15,15,69,15,10,6,6,10,72,203,27
Texans,Eric,Tomlinson,TE,83,64,80,82,78,67,42,74,69,35,34,15,14,79,64,42,80,25,91,83,74,60,45,61,65,63,64,72,80,73,72,62,40,33,58,45,32,24,34,75,76,37,60,25,50,35,33,32,22,35,78,263,24
Cardinals,Cole,Toner,RG,61,64,52,72,78,51,76,42,64,30,22,22,21,72,69,41,60,10,87,76,75,20,15,10,19,10,10,76,84,76,74,67,25,15,39,29,20,13,15,15,25,15,20,10,40,6,6,6,6,6,77,300,22
Titans,Sebastian,Tretola,RG,79,64,57,76,87,47,53,26,31,27,22,25,21,79,73,34,65,15,90,83,84,25,11,10,10,10,10,77,87,74,75,66,10,10,40,39,10,12,12,15,15,15,37,10,15,6,6,6,6,6,76,314,24
Seahawks,DeAngelo,Tyson,RE,94,64,70,80,85,60,70,25,35,36,19,37,16,45,45,78,73,10,86,72,87,40,15,35,35,25,21,45,45,45,45,45,76,45,75,80,70,21,31,35,30,22,71,24,25,6,6,6,6,6,74,315,27
Ravens,Brent,Urban,RE,96,64,75,82,79,70,56,42,49,25,19,17,25,45,45,75,69,10,74,80,79,50,32,45,40,40,45,45,45,45,45,45,77,61,80,81,56,19,31,30,25,10,77,12,15,6,6,6,6,6,79,295,25
Steelers,Ross,Ventrone,SS,35,64,86,88,55,84,59,55,50,35,34,22,24,45,45,64,86,35,88,90,75,39,35,39,45,55,65,45,45,45,45,45,45,49,56,69,59,73,65,39,45,22,65,49,20,10,10,10,10,10,68,198,29
Bears,Cornelius,Washington,LE,90,64,85,87,88,75,50,56,65,20,25,37,30,45,45,74,89,10,84,72,75,65,35,51,45,57,48,45,45,45,45,45,76,59,74,74,50,55,64,40,35,31,81,54,35,6,6,6,6,6,76,285,26
Vikings,Brandon,Watts,ROLB,58,64,87,90,63,85,56,55,60,25,25,20,20,45,45,75,87,10,87,82,69,45,55,42,25,55,60,45,45,45,45,45,64,60,66,78,56,66,73,37,42,15,76,40,25,6,6,6,6,6,74,231,25
Rams,Cody,Wichmann,RG,69,64,73,82,79,62,56,35,40,30,35,25,25,75,77,40,75,10,92,81,74,20,10,10,10,10,10,67,83,65,87,68,10,10,20,15,15,12,15,15,15,15,20,10,12,10,10,10,10,10,77,319,24
Chargers,Tourek,Williams,LOLB,58,64,73,82,78,78,54,48,55,25,25,20,20,45,45,79,82,10,84,78,85,45,24,25,35,15,30,45,45,45,45,45,83,72,75,72,54,52,62,25,20,15,86,55,25,6,6,6,6,6,76,262,25
Browns,Glenn,Winston,HB,28,64,81,83,73,84,40,59,82,30,30,25,25,50,48,29,87,60,85,82,85,83,57,82,81,72,79,49,51,50,44,45,10,10,11,40,20,15,20,64,66,40,20,20,67,30,25,20,15,15,74,220,27
Chargers,Torrence,Allen,WR,83,63,91,93,58,86,62,81,65,24,22,21,18,35,25,35,92,48,91,87,81,28,66,71,33,71,72,35,32,31,15,15,10,10,35,40,25,15,25,76,75,66,15,15,41,15,12,10,6,10,72,183,25
Jets,Robby,Anderson,WR,83,63,94,89,58,88,41,72,64,29,27,11,11,40,35,21,86,65,80,89,78,25,75,74,42,74,80,33,53,51,39,37,10,10,26,38,25,20,25,83,72,75,12,10,74,15,10,6,6,10,75,190,23
Texans,Stephen,Anderson,TE,89,63,84,89,74,83,42,73,68,30,29,21,19,62,52,35,89,40,87,85,81,60,49,62,58,61,61,62,62,61,57,57,17,17,46,43,42,14,21,70,73,64,25,17,65,54,52,39,35,49,74,230,23
Bills,Blake,Annen,TE,86,63,87,87,77,76,44,70,72,30,25,19,22,69,60,62,84,10,92,84,69,67,55,70,59,66,72,62,66,64,55,54,49,44,54,55,35,25,35,75,70,46,60,20,62,20,15,10,10,10,76,247,25
Rams,David,Arkin,LG,66,63,59,73,91,54,46,35,40,30,35,25,25,76,74,45,50,10,89,84,95,20,6,10,10,10,10,81,89,74,88,73,10,10,20,15,15,12,15,15,15,15,20,10,12,8,8,8,8,8,77,307,28
Raiders,Denico,Autry,RE,96,63,69,80,75,67,61,38,45,14,13,17,11,45,45,79,75,10,88,74,80,25,11,19,35,10,10,45,45,45,45,45,83,51,79,76,61,15,23,15,15,15,69,10,15,6,6,6,6,6,77,273,26
Buccaneers,Kenny,Bell,WR,80,63,92,95,59,93,58,76,65,35,31,20,18,62,35,28,92,79,86,87,79,30,73,71,41,74,78,55,62,64,39,37,10,10,47,49,25,15,25,72,65,59,12,10,66,15,10,6,6,10,73,197,24
Chargers,Mike,Bercovici,QB,6,63,78,87,60,80,45,39,61,90,77,21,20,21,17,24,69,11,88,90,83,33,43,61,35,54,59,19,20,19,19,18,9,9,21,28,21,12,18,20,20,18,11,9,19,80,73,68,70,72,72,206,23
Eagles,McLeod,Bethel-Thompson,QB,4,63,68,73,65,68,50,45,65,92,76,22,15,10,10,29,75,10,91,87,76,34,20,65,35,60,55,10,10,10,10,10,10,10,16,35,21,10,19,15,15,15,12,10,15,79,71,72,59,75,75,230,28
Colts,Austin,Blythe,C,63,63,60,79,82,70,54,27,24,24,21,20,20,78,74,32,61,9,93,93,96,26,17,16,21,13,17,73,80,78,77,76,12,13,26,31,19,12,14,14,14,13,28,8,15,6,6,6,6,6,75,298,24
Seahawks,Trevone,Boykin,QB,2,63,80,86,63,92,48,31,53,93,77,21,20,21,17,24,79,20,86,89,86,38,82,87,34,49,89,19,20,19,19,18,9,9,21,28,20,12,18,20,20,18,11,9,19,76,70,67,66,79,71,213,23
Packers,Kentrell,Brice,SS,29,63,91,91,81,90,41,60,64,22,22,21,21,45,45,66,97,50,92,88,75,45,44,51,55,67,66,45,45,45,45,45,54,51,58,73,41,69,76,45,42,20,75,69,15,6,6,6,6,6,71,200,22
49ers,Aaron,Burbridge,WR,13,63,89,89,74,86,51,74,70,27,20,23,22,54,42,29,86,35,90,88,81,69,62,76,54,70,71,45,44,44,36,34,11,11,27,34,21,16,24,82,70,75,15,16,61,15,10,6,6,10,73,208,22
Chargers,Tyreek,Burwell,RT,78,63,72,84,82,62,51,27,40,11,11,15,12,75,71,33,74,10,88,78,79,24,11,15,10,10,10,70,83,68,85,73,10,10,25,30,28,12,13,15,15,15,20,10,15,5,5,5,5,5,78,310,24
49ers,Devon,Cajuste,WR,86,63,89,92,70,85,43,80,64,35,31,23,22,45,33,31,85,65,87,88,82,55,74,75,54,78,76,41,44,44,36,34,11,11,39,37,21,16,24,78,79,67,15,16,64,15,10,6,6,10,76,227,23
Buccaneers,Kivon,Cartwright,TE,46,63,80,83,80,74,41,73,70,30,29,21,19,66,60,42,82,18,87,83,77,60,49,62,59,58,61,64,62,61,57,57,17,17,46,43,41,14,21,70,71,63,27,17,60,15,10,6,6,10,76,245,24
Cardinals,Gerald,Christian,TE,83,63,79,88,80,82,44,72,62,35,35,30,30,68,54,40,80,35,87,84,70,57,74,75,55,76,81,67,63,61,54,52,10,10,49,45,20,15,20,82,63,46,12,18,81,15,10,6,6,10,75,244,25
Rams,Pharoh,Cooper,WR,10,63,87,89,72,91,57,78,69,36,27,23,22,49,38,26,85,77,88,89,78,27,70,82,36,78,79,22,44,44,36,34,11,11,39,37,21,16,24,74,69,66,15,16,63,29,27,24,18,24,71,207,21
Giants,Marshaun,Coprich,HB,35,63,92,91,76,80,42,55,75,31,28,21,20,43,52,33,81,79,88,86,80,72,72,67,72,76,77,45,44,43,49,47,11,12,26,38,20,14,19,59,55,50,21,16,58,35,30,20,15,15,68,207,22
Dolphins,Brandon,Doughty,QB,6,63,65,78,63,59,50,27,67,84,70,21,20,21,17,31,50,11,84,89,74,29,27,47,31,29,37,24,20,19,19,18,9,9,21,28,21,12,18,20,20,18,11,9,19,79,78,76,76,75,75,220,24
Dolphins,Thomas,Duarte,TE,83,63,83,86,65,84,50,75,75,27,19,21,19,58,50,29,82,18,90,85,86,60,66,77,64,58,67,37,62,61,57,57,17,17,28,37,22,14,21,83,73,70,27,17,70,18,16,13,17,19,75,225,21
Vikings,B.J.,Dubose,DT,90,63,70,80,79,71,61,30,40,25,22,15,11,45,45,78,74,10,87,84,85,37,15,10,19,25,36,45,45,45,45,45,78,53,67,69,61,21,34,15,15,10,81,25,40,6,6,6,6,6,76,284,24
Jets,Quincy,Enunwa,WR,81,63,89,91,64,84,63,73,71,24,19,21,20,57,37,47,86,35,93,87,82,70,62,75,64,74,76,54,54,55,38,30,10,10,47,49,22,18,18,74,76,53,15,15,74,15,10,6,6,10,74,225,24
Jaguars,Shaq,Evans,WR,84,63,87,90,54,88,49,75,72,25,25,21,24,53,49,35,87,67,89,91,74,55,83,66,55,78,85,52,53,52,49,45,10,10,39,42,25,10,15,82,79,56,15,15,72,15,10,6,6,10,73,203,25
Packers,Marwin,Evans,FS,25,63,90,90,78,84,40,67,64,22,22,21,21,45,45,64,97,50,92,88,75,45,44,51,55,67,66,45,45,45,45,45,54,51,45,78,40,72,74,45,42,20,70,70,15,6,6,6,6,6,71,211,23
Bears,David,Fales,QB,12,63,72,80,57,64,54,35,58,83,77,25,25,20,15,30,72,10,92,92,85,43,42,69,32,60,62,30,30,30,30,20,10,10,25,30,15,15,20,12,10,10,12,10,12,83,81,68,55,80,73,219,25
Colts,Josh,Ferguson,HB,34,63,91,92,81,80,41,55,75,31,28,21,20,43,52,33,82,85,88,86,80,72,72,67,72,76,77,45,44,43,49,47,11,12,26,38,20,14,19,59,55,50,21,16,58,35,30,20,15,15,70,200,23
Bengals,Marquis,Flowers,ROLB,53,63,85,89,76,85,62,70,65,25,27,14,12,45,45,69,89,10,91,85,70,45,35,31,39,35,44,45,45,45,45,45,57,49,62,81,62,61,71,35,60,15,69,65,25,40,35,30,20,15,75,250,24
Rams,Josh,Forrest,LOLB,59,63,80,84,65,85,58,60,57,14,10,12,10,29,20,69,81,10,92,87,92,36,39,45,44,40,52,29,45,45,45,45,63,72,75,82,58,52,66,39,45,15,84,55,25,6,6,6,6,6,75,249,23
Lions,Jerry,Franklin,MLB,58,63,82,88,63,72,65,71,60,25,25,20,20,45,45,82,89,10,95,87,64,60,45,65,55,58,64,45,45,45,45,45,55,52,73,69,65,60,68,35,40,33,69,45,12,6,6,6,6,6,73,245,28
Broncos,Mose,Frazier,WR,17,63,87,87,65,90,45,82,70,32,35,20,22,30,29,19,87,75,85,85,82,45,90,80,50,89,95,30,35,34,28,29,10,10,20,35,20,19,35,77,76,68,12,15,53,25,20,15,6,25,71,191,22
Broncos,Antonio,Glover,SS,38,63,84,91,77,87,42,68,64,22,22,21,21,45,45,73,88,50,92,89,82,45,49,50,51,67,66,45,45,45,45,45,54,51,50,60,42,77,83,51,42,20,78,74,15,6,6,6,6,6,73,190,23
Patriots,Geneo,Grissom,RE,92,63,79,87,73,75,48,53,56,30,30,30,30,52,49,79,87,10,83,85,88,55,35,52,56,35,39,52,51,49,47,48,76,65,77,81,48,40,45,39,49,35,78,30,12,6,6,6,6,6,76,265,24
Raiders,Chris,Hackett,FS,36,63,83,89,63,84,54,73,65,30,18,17,12,45,45,67,82,35,93,88,76,55,62,60,35,55,65,45,45,45,45,45,55,58,56,84,54,60,66,59,61,15,62,75,15,6,6,6,6,6,74,195,23
Seahawks,Justin,Hamilton,DT,74,63,68,77,85,62,59,35,40,29,25,26,21,45,45,73,80,15,87,69,72,28,11,10,32,10,10,45,45,45,45,45,83,55,62,72,59,12,20,12,10,10,74,10,12,6,6,6,6,6,74,315,23
Chiefs,Frankie,Hammond,WR,85,63,89,92,54,91,64,72,64,35,35,30,30,39,35,25,83,78,92,87,67,34,84,79,39,82,88,35,35,39,34,34,10,10,35,35,20,15,35,73,67,69,12,15,52,15,10,6,6,10,73,185,26
Rams,Temarrick,Hemingway,TE,84,63,82,86,73,81,48,72,72,26,19,21,19,62,52,32,80,18,89,85,87,71,63,75,61,58,69,59,62,61,57,57,17,17,29,36,22,14,21,78,68,59,27,17,65,15,10,9,10,10,77,244,23
Browns,Rashard,Higgins,WR,81,63,85,88,66,86,55,81,71,29,20,23,22,45,38,31,84,65,90,88,87,42,68,79,47,78,77,29,44,44,36,34,11,11,36,37,21,16,24,74,77,67,15,16,59,15,10,6,6,10,74,190,21
Raiders,Johnny,Holton,WR,16,63,92,93,68,89,41,73,61,40,40,30,30,58,35,25,90,81,87,88,84,45,86,85,52,80,87,54,54,55,35,40,10,10,40,30,41,13,25,70,71,70,12,18,70,15,10,6,6,10,72,190,25
Saints,Sione,Houma,FB,39,63,77,84,84,77,43,63,73,35,32,19,19,65,61,45,75,45,93,89,87,82,50,75,75,64,70,68,66,64,60,66,30,35,33,48,43,15,20,65,64,40,45,20,35,20,15,10,10,10,72,243,22
Bears,Demontre,Hurst,SS,30,63,87,90,42,86,64,55,59,30,35,20,20,45,45,50,88,55,92,87,69,22,71,65,25,70,77,45,45,45,45,45,30,42,34,69,64,73,77,35,37,33,35,45,30,6,6,6,6,6,70,183,25
49ers,Prince,Iworah,CB,30,63,93,92,79,81,50,67,61,22,21,18,22,28,31,53,91,50,91,91,83,25,64,57,29,60,71,29,45,45,45,45,27,30,51,68,50,67,76,45,49,20,47,67,15,6,6,6,6,6,71,193,22
Falcons,Gus,Johnson,HB,35,63,83,88,78,81,53,53,84,40,35,20,22,45,54,39,88,67,91,90,88,76,65,66,69,70,74,49,45,45,50,49,30,30,35,37,35,18,25,47,55,46,35,15,52,20,15,25,22,20,70,215,23
Patriots,Frank,Kearse,LE,72,63,59,75,90,60,64,35,40,14,13,17,11,45,45,74,73,10,88,76,80,10,14,10,10,10,10,45,45,45,45,45,65,77,76,75,64,15,18,28,35,38,65,10,35,6,6,6,6,6,77,310,27
Rams,Matt,Longacre,RE,96,63,80,86,75,79,53,37,28,18,15,22,29,35,35,73,81,10,87,84,85,41,33,32,39,40,35,37,45,45,45,45,77,55,79,75,53,45,50,15,15,15,74,50,20,6,6,6,6,6,75,260,24
Patriots,Devin,Lucien,WR,16,63,89,91,65,83,50,80,68,35,31,23,22,43,38,23,85,50,89,88,82,32,76,79,63,73,78,24,44,44,36,34,11,11,31,34,21,16,24,77,72,64,15,16,66,15,10,6,6,10,74,200,23
Seahawks,Tre,Madden,HB,38,63,84,87,83,80,40,55,75,35,25,15,14,55,52,55,80,45,78,84,81,83,70,71,78,75,76,50,47,45,52,48,25,25,40,45,16,25,35,58,60,56,45,25,58,30,25,15,10,10,72,223,23
Seahawks,Lene,Maiava,RT,60,63,67,71,89,64,41,25,24,10,12,11,15,77,72,35,60,10,78,84,80,25,24,10,10,10,10,73,73,78,76,85,30,30,25,29,26,12,9,45,52,33,20,10,35,6,6,6,6,6,76,314,23
Giants,Ryan,Malleck,TE,88,63,79,88,75,74,42,73,70,30,29,21,19,66,60,42,82,18,87,83,77,60,49,62,59,58,61,64,62,61,57,57,17,17,46,43,42,14,21,70,71,64,27,17,63,35,33,32,22,35,76,247,23
Texans,Greg,Mancz,C,65,63,69,78,76,57,53,24,22,15,21,21,22,80,77,25,74,10,90,86,84,15,10,10,10,10,10,68,69,72,75,81,10,10,18,23,14,20,19,15,15,10,24,10,15,6,6,6,6,6,76,301,24
Rams,Sean,Mannion,QB,14,63,67,75,61,58,56,20,52,88,75,15,11,20,15,22,73,5,89,87,83,43,37,39,37,28,32,16,21,21,19,19,5,5,18,16,13,5,11,7,5,5,7,5,7,75,76,74,70,73,78,233,24
Rams,Bradley,Marquez,WR,15,63,88,87,63,87,56,72,68,29,25,15,24,58,26,25,92,53,88,87,76,32,71,76,35,76,77,40,41,43,24,22,10,10,40,17,13,19,26,68,78,74,15,15,59,15,10,6,6,10,70,196,23
Cardinals,Kareem,Martin,ROLB,96,63,81,89,79,73,58,35,45,16,23,15,20,45,45,81,86,10,91,78,74,35,10,25,24,41,21,45,45,45,45,45,79,65,76,75,58,20,35,15,15,15,72,20,15,6,6,6,6,6,78,272,24
Panthers,Matt,Masifilo,C,64,63,68,81,93,62,67,35,40,36,19,14,15,71,68,67,72,10,92,74,84,29,11,15,10,15,10,66,45,45,45,45,74,42,72,64,62,15,25,20,15,15,66,24,25,6,6,6,6,6,75,305,26
Titans,Josue,Matias,RG,66,63,59,75,78,50,56,40,25,24,24,25,25,73,81,32,72,10,90,82,81,25,11,15,15,22,20,65,76,72,82,80,15,15,15,21,10,12,15,15,15,10,15,10,20,6,6,6,6,6,77,309,23
Raiders,Max,McCaffrey,WR,83,63,90,92,69,86,42,75,63,21,28,20,22,45,35,33,86,79,87,88,95,68,67,79,60,75,73,49,40,48,40,42,10,10,52,35,42,15,26,73,74,70,12,10,70,15,10,6,6,10,74,200,22
Buccaneers,Kimario,McFadden,SS,33,63,86,90,67,81,51,51,53,25,22,15,11,35,35,67,89,34,90,88,71,38,49,52,35,50,53,36,45,45,45,24,24,32,56,75,51,71,69,48,37,22,68,67,35,6,6,6,6,6,71,197,25
Raiders,Stacy,McGee,LE,92,63,65,76,85,62,71,35,40,26,26,25,25,45,45,72,74,6,85,79,72,20,12,15,15,10,10,45,45,45,45,45,74,50,79,79,71,20,30,15,15,15,75,10,15,6,6,6,6,6,75,310,26
Colts,Mekale,McKay,WR,2,63,88,92,69,86,42,75,63,35,31,23,22,47,36,31,88,65,87,88,77,51,76,79,54,78,80,45,44,44,36,34,11,11,39,37,21,16,24,73,74,70,15,16,70,15,10,6,6,10,77,210,23
Eagles,Jalen,Mills,CB,31,63,90,90,71,91,48,71,62,28,23,20,19,22,18,54,88,80,88,88,77,26,55,45,39,48,67,22,44,43,44,24,24,28,51,62,48,70,77,44,48,22,72,77,22,15,10,10,15,15,72,196,22
Titans,Deiontrez,Mount,LOLB,53,63,84,89,80,81,52,49,55,25,22,19,14,45,45,79,81,10,88,82,84,52,32,41,49,35,44,45,45,45,45,45,78,68,64,74,52,51,57,32,31,15,77,30,25,6,6,6,6,6,77,249,23
Texans,Keith,Mumphery,WR,12,63,88,88,65,83,59,77,72,35,35,30,30,55,35,52,82,77,92,87,86,55,77,81,63,82,85,40,56,55,38,35,25,35,44,53,27,21,30,63,81,65,45,46,48,6,6,6,6,6,72,215,24
Chiefs,Daniel,Munyer,C,64,63,63,80,78,76,54,27,33,15,15,12,11,77,73,35,83,10,91,84,86,15,11,10,10,10,10,82,81,73,87,76,10,10,30,25,10,12,12,12,10,10,21,10,12,6,6,6,6,6,73,305,24
Chiefs,Aaron,Murray,QB,7,63,73,75,49,73,52,45,63,85,76,30,32,22,18,20,69,10,79,92,88,25,34,62,35,45,49,27,27,27,18,18,10,10,27,25,13,12,22,15,15,15,12,10,15,80,78,68,70,80,73,210,25
Chiefs,Dadi,Nicolas,LOLB,52,63,81,84,69,84,59,47,40,22,21,21,19,30,24,74,90,9,89,87,86,31,26,27,32,26,30,36,44,45,45,44,66,82,73,82,59,30,46,23,20,13,82,22,17,6,6,6,6,6,75,235,23
Rams,Marquez,North,WR,3,63,91,91,72,89,41,75,63,32,27,23,22,47,40,22,83,65,87,88,82,29,81,77,40,73,84,22,44,44,36,34,11,11,36,37,41,16,24,73,74,70,15,16,70,15,10,6,6,10,76,216,21
Texans,Jeoffrey,Pagan,RE,97,63,74,70,87,63,62,30,40,20,25,25,21,45,45,79,67,10,80,69,74,25,12,10,10,10,10,45,45,45,45,45,74,59,78,76,62,15,30,12,10,10,79,10,12,10,10,10,10,10,75,310,23
Eagles,Chris,Pantale,TE,85,63,71,84,69,72,48,73,74,35,32,20,22,72,60,55,81,30,88,84,82,75,45,72,76,65,67,65,62,64,60,60,10,10,36,42,25,15,25,74,72,49,20,20,64,15,10,6,6,10,77,254,26
Chargers,Shaq,Petteway,ROLB,56,63,82,87,72,78,43,67,55,25,25,20,20,45,45,83,80,10,89,97,80,43,32,41,35,25,35,45,45,45,45,45,75,73,71,77,43,60,75,20,24,15,80,55,25,6,6,6,6,6,71,239,23
Dolphins,Jordan,Phillips,DT,97,63,67,78,88,61,63,35,40,14,13,17,11,45,45,77,79,10,75,72,73,42,10,15,20,10,10,45,45,45,45,45,79,47,62,69,63,30,38,15,15,15,84,10,15,6,6,6,6,6,78,330,23
Jets,Brent,Qvale,RT,79,63,64,74,76,61,53,25,40,35,35,18,28,73,75,44,73,10,88,84,87,19,10,10,10,10,10,73,78,69,77,65,10,10,30,27,24,20,26,12,10,10,37,10,12,6,6,6,6,6,79,315,25
Redskins,Austin,Reiter,C,62,63,66,83,77,68,56,25,40,15,12,15,14,77,72,38,83,10,91,84,75,25,10,10,10,10,10,77,76,81,71,76,10,10,27,45,31,9,11,15,15,15,25,10,15,6,6,6,6,6,75,307,24
Eagles,Denzel,Rice,CB,35,63,87,92,62,80,53,54,56,31,28,21,15,45,45,49,84,60,89,88,70,28,65,53,35,61,62,45,45,45,45,45,40,52,41,64,53,68,77,50,52,21,48,79,40,6,6,6,6,6,72,196,23
Bills,Cyril,Richardson,LG,68,63,59,77,89,50,55,40,40,21,24,21,30,81,69,26,72,10,92,70,72,35,15,19,30,25,25,64,93,76,77,68,10,10,16,18,26,13,16,30,35,35,20,10,15,6,6,6,6,6,77,343,25
Redskins,Rashad,Ross,WR,19,63,92,89,48,88,59,76,69,35,35,30,30,42,40,35,86,89,88,87,78,34,79,83,36,79,83,43,44,42,38,40,25,35,35,29,17,25,35,77,68,64,15,15,60,15,15,10,10,11,72,180,26
Cowboys,Ryan,Russell,RE,99,63,83,87,77,79,54,52,45,35,32,30,30,45,45,69,82,10,83,79,62,48,35,40,35,25,25,45,45,45,45,45,76,61,68,76,54,25,35,15,10,10,73,35,22,6,6,6,6,6,77,267,24
Bills,Kevon,Seymour,CB,45,63,93,91,66,93,49,60,58,25,25,10,11,28,19,51,86,45,82,82,68,25,60,63,31,67,72,24,45,45,45,45,26,31,41,69,49,74,69,38,29,20,53,67,12,6,6,6,6,6,71,186,22
Eagles,Hunter,Sharp,WR,14,63,88,88,72,86,41,77,63,35,31,23,22,47,36,31,78,65,87,88,78,51,76,79,54,78,80,45,44,44,36,34,11,11,39,37,21,16,24,73,77,74,15,16,74,49,47,44,25,67,71,198,22
